pos	tpm	group	gsmid	cell
11341960	1.5	CNTL	GSM3323611	DN
11341980	0.4	CNTL	GSM3323611	DN
11342000	0.1	CNTL	GSM3323611	DN
11342020	0.5	CNTL	GSM3323611	DN
11342040	0.8	CNTL	GSM3323611	DN
11342060	1.2	CNTL	GSM3323611	DN
11342080	1.1	CNTL	GSM3323611	DN
11342100	0.9	CNTL	GSM3323611	DN
11342120	0.7	CNTL	GSM3323611	DN
11342140	0.4	CNTL	GSM3323611	DN
11342160	0.3	CNTL	GSM3323611	DN
11342200	0.8	CNTL	GSM3323611	DN
11342220	2.3	CNTL	GSM3323611	DN
11342240	2.3	CNTL	GSM3323611	DN
11342260	0.5	CNTL	GSM3323611	DN
11342340	1.3	CNTL	GSM3323611	DN
11342360	1.5	CNTL	GSM3323611	DN
11342380	1.3	CNTL	GSM3323611	DN
11342400	1.3	CNTL	GSM3323611	DN
11342420	1.5	CNTL	GSM3323611	DN
11342440	0.6	CNTL	GSM3323611	DN
11342620	0.6	CNTL	GSM3323611	DN
11342640	1.5	CNTL	GSM3323611	DN
11342660	1.5	CNTL	GSM3323611	DN
11342680	0.7	CNTL	GSM3323611	DN
11342700	0.8	CNTL	GSM3323611	DN
11342720	1.1	CNTL	GSM3323611	DN
11342740	4.4	CNTL	GSM3323611	DN
11342760	5	CNTL	GSM3323611	DN
11342780	3.6	CNTL	GSM3323611	DN
11342800	1.6	CNTL	GSM3323611	DN
11342820	1.5	CNTL	GSM3323611	DN
11342840	0.4	CNTL	GSM3323611	DN
11342880	0.4	CNTL	GSM3323611	DN
11342900	1.9	CNTL	GSM3323611	DN
11342920	2.7	CNTL	GSM3323611	DN
11342940	3.8	CNTL	GSM3323611	DN
11342960	4.6	CNTL	GSM3323611	DN
11342980	3.8	CNTL	GSM3323611	DN
11343000	2.3	CNTL	GSM3323611	DN
11343020	0.2	CNTL	GSM3323611	DN
11343040	0.1	CNTL	GSM3323611	DN
11343060	1.5	CNTL	GSM3323611	DN
11343080	1.5	CNTL	GSM3323611	DN
11343100	0.5	CNTL	GSM3323611	DN
11343200	0.3	CNTL	GSM3323611	DN
11336200	1.3	CNTL	GSM3323613	SM
11336220	0.2	CNTL	GSM3323613	SM
11336340	0.7	CNTL	GSM3323613	SM
11336360	2.1	CNTL	GSM3323613	SM
11336380	2.8	CNTL	GSM3323613	SM
11336400	2.2	CNTL	GSM3323613	SM
11336420	0.7	CNTL	GSM3323613	SM
11336440	0.7	CNTL	GSM3323613	SM
11336460	0.2	CNTL	GSM3323613	SM
11336480	1.5	CNTL	GSM3323613	SM
11336500	2.8	CNTL	GSM3323613	SM
11336520	2.5	CNTL	GSM3323613	SM
11336540	2.6	CNTL	GSM3323613	SM
11336560	1.6	CNTL	GSM3323613	SM
11336580	1	CNTL	GSM3323613	SM
11336660	0.3	CNTL	GSM3323613	SM
11336680	0.7	CNTL	GSM3323613	SM
11336700	0.7	CNTL	GSM3323613	SM
11336860	0.6	CNTL	GSM3323613	SM
11336880	0.7	CNTL	GSM3323613	SM
11336900	0.4	CNTL	GSM3323613	SM
11336940	0.3	CNTL	GSM3323613	SM
11336960	0.7	CNTL	GSM3323613	SM
11336980	0.7	CNTL	GSM3323613	SM
11337000	0.1	CNTL	GSM3323613	SM
11337360	0.3	CNTL	GSM3323613	SM
11337380	0.3	CNTL	GSM3323613	SM
11337400	0.1	CNTL	GSM3323613	SM
11337480	0.7	CNTL	GSM3323613	SM
11337500	2.3	CNTL	GSM3323613	SM
11337520	2.3	CNTL	GSM3323613	SM
11337540	0.7	CNTL	GSM3323613	SM
11337560	2	CNTL	GSM3323613	SM
11337580	3.9	CNTL	GSM3323613	SM
11337600	3.9	CNTL	GSM3323613	SM
11337620	1	CNTL	GSM3323613	SM
11337640	0.3	CNTL	GSM3323613	SM
11337660	0.7	CNTL	GSM3323613	SM
11337680	2.3	CNTL	GSM3323613	SM
11337700	2.3	CNTL	GSM3323613	SM
11337720	0.9	CNTL	GSM3323613	SM
11337740	3.1	CNTL	GSM3323613	SM
11337760	5.4	CNTL	GSM3323613	SM
11337780	8.8	CNTL	GSM3323613	SM
11337800	9.2	CNTL	GSM3323613	SM
11337820	6.8	CNTL	GSM3323613	SM
11337840	2.1	CNTL	GSM3323613	SM
11337860	4.6	CNTL	GSM3323613	SM
11337880	5.2	CNTL	GSM3323613	SM
11337900	3.5	CNTL	GSM3323613	SM
11337920	0.8	CNTL	GSM3323613	SM
11337940	1.3	CNTL	GSM3323613	SM
11337960	3.2	CNTL	GSM3323613	SM
11337980	5.3	CNTL	GSM3323613	SM
11338000	5.4	CNTL	GSM3323613	SM
11338020	7.2	CNTL	GSM3323613	SM
11338040	5.7	CNTL	GSM3323613	SM
11338060	4.5	CNTL	GSM3323613	SM
11338080	4.6	CNTL	GSM3323613	SM
11338100	2.9	CNTL	GSM3323613	SM
11338120	1.7	CNTL	GSM3323613	SM
11338140	1.5	CNTL	GSM3323613	SM
11338160	2.4	CNTL	GSM3323613	SM
11338180	7	CNTL	GSM3323613	SM
11338200	7.3	CNTL	GSM3323613	SM
11338220	3.4	CNTL	GSM3323613	SM
11338240	3	CNTL	GSM3323613	SM
11338260	3.5	CNTL	GSM3323613	SM
11338280	2.3	CNTL	GSM3323613	SM
11338300	1.5	CNTL	GSM3323613	SM
11338320	3	CNTL	GSM3323613	SM
11338340	3.6	CNTL	GSM3323613	SM
11338360	2.9	CNTL	GSM3323613	SM
11338380	3.5	CNTL	GSM3323613	SM
11338400	3.7	CNTL	GSM3323613	SM
11338420	1.7	CNTL	GSM3323613	SM
11338460	0.2	CNTL	GSM3323613	SM
11338480	1.6	CNTL	GSM3323613	SM
11338500	1.6	CNTL	GSM3323613	SM
11338520	1.5	CNTL	GSM3323613	SM
11338540	1.3	CNTL	GSM3323613	SM
11338560	1.3	CNTL	GSM3323613	SM
11338580	0.1	CNTL	GSM3323613	SM
11338780	0.2	CNTL	GSM3323613	SM
11338800	0.3	CNTL	GSM3323613	SM
11338820	0.3	CNTL	GSM3323613	SM
11338880	0.2	CNTL	GSM3323613	SM
11338900	0.3	CNTL	GSM3323613	SM
11338920	0.3	CNTL	GSM3323613	SM
11339140	0.3	CNTL	GSM3323613	SM
11339160	0.7	CNTL	GSM3323613	SM
11339180	0.7	CNTL	GSM3323613	SM
11339200	0.1	CNTL	GSM3323613	SM
11339500	0.3	CNTL	GSM3323613	SM
11339520	0.7	CNTL	GSM3323613	SM
11339540	0.6	CNTL	GSM3323613	SM
11339740	0.2	CNTL	GSM3323613	SM
11339760	0.5	CNTL	GSM3323613	SM
11339780	1.3	CNTL	GSM3323613	SM
11339800	1.2	CNTL	GSM3323613	SM
11339820	1.4	CNTL	GSM3323613	SM
11339840	1.3	CNTL	GSM3323613	SM
11339860	0.9	CNTL	GSM3323613	SM
11340100	1.2	CNTL	GSM3323613	SM
11340120	1.6	CNTL	GSM3323613	SM
11340140	1.4	CNTL	GSM3323613	SM
11340180	0.6	CNTL	GSM3323613	SM
11340200	0.7	CNTL	GSM3323613	SM
11340220	0.4	CNTL	GSM3323613	SM
11340240	1.6	CNTL	GSM3323613	SM
11340260	1.6	CNTL	GSM3323613	SM
11340280	0.9	CNTL	GSM3323613	SM
11340400	0.6	CNTL	GSM3323613	SM
11340420	0.7	CNTL	GSM3323613	SM
11340440	0.4	CNTL	GSM3323613	SM
11340480	0.8	CNTL	GSM3323613	SM
11340500	1	CNTL	GSM3323613	SM
11340520	1	CNTL	GSM3323613	SM
11340540	0.3	CNTL	GSM3323613	SM
11340560	0.2	CNTL	GSM3323613	SM
11340580	0.5	CNTL	GSM3323613	SM
11340600	0.7	CNTL	GSM3323613	SM
11340620	0.6	CNTL	GSM3323613	SM
11340640	0.3	CNTL	GSM3323613	SM
11340660	1.9	CNTL	GSM3323613	SM
11340680	2.4	CNTL	GSM3323613	SM
11340700	1.8	CNTL	GSM3323613	SM
11340720	0.3	CNTL	GSM3323613	SM
11340740	0.5	CNTL	GSM3323613	SM
11340760	0.6	CNTL	GSM3323613	SM
11340780	0.3	CNTL	GSM3323613	SM
11340840	0.1	CNTL	GSM3323613	SM
11340860	0.3	CNTL	GSM3323613	SM
11340880	0.3	CNTL	GSM3323613	SM
11341080	0.3	CNTL	GSM3323613	SM
11341100	0.9	CNTL	GSM3323613	SM
11341120	0.8	CNTL	GSM3323613	SM
11341140	1	CNTL	GSM3323613	SM
11341160	1.1	CNTL	GSM3323613	SM
11341180	1.5	CNTL	GSM3323613	SM
11341200	1	CNTL	GSM3323613	SM
11341220	0.8	CNTL	GSM3323613	SM
11341240	0.7	CNTL	GSM3323613	SM
11341260	0.4	CNTL	GSM3323613	SM
11341300	0.6	CNTL	GSM3323613	SM
11341320	1	CNTL	GSM3323613	SM
11341340	1	CNTL	GSM3323613	SM
11341360	0.3	CNTL	GSM3323613	SM
11341380	0.7	CNTL	GSM3323613	SM
11341400	0.7	CNTL	GSM3323613	SM
11341420	0.1	CNTL	GSM3323613	SM
11341460	0.1	CNTL	GSM3323613	SM
11341480	0.3	CNTL	GSM3323613	SM
11341500	0.5	CNTL	GSM3323613	SM
11341520	1	CNTL	GSM3323613	SM
11341540	1	CNTL	GSM3323613	SM
11341560	0.4	CNTL	GSM3323613	SM
11341600	1.5	CNTL	GSM3323613	SM
11341620	1.6	CNTL	GSM3323613	SM
11341640	1.4	CNTL	GSM3323613	SM
11341660	0.7	CNTL	GSM3323613	SM
11341680	0.7	CNTL	GSM3323613	SM
11341700	0.2	CNTL	GSM3323613	SM
11341760	0.2	CNTL	GSM3323613	SM
11341780	1.6	CNTL	GSM3323613	SM
11341800	1.6	CNTL	GSM3323613	SM
11341820	1.2	CNTL	GSM3323613	SM
11341840	1	CNTL	GSM3323613	SM
11341860	1.5	CNTL	GSM3323613	SM
11341880	1.3	CNTL	GSM3323613	SM
11341900	1.3	CNTL	GSM3323613	SM
11341940	1	CNTL	GSM3323613	SM
11341960	1	CNTL	GSM3323613	SM
11341980	1	CNTL	GSM3323613	SM
11342000	1.3	CNTL	GSM3323613	SM
11342020	1.3	CNTL	GSM3323613	SM
11342340	0.6	CNTL	GSM3323613	SM
11342360	0.7	CNTL	GSM3323613	SM
11342380	0.4	CNTL	GSM3323613	SM
11342520	1.3	CNTL	GSM3323613	SM
11342540	3.2	CNTL	GSM3323613	SM
11342560	3	CNTL	GSM3323613	SM
11342580	0.9	CNTL	GSM3323613	SM
11342600	0.1	CNTL	GSM3323613	SM
11342620	0.7	CNTL	GSM3323613	SM
11342640	1.1	CNTL	GSM3323613	SM
11342660	1.9	CNTL	GSM3323613	SM
11342680	3.2	CNTL	GSM3323613	SM
11342700	2.9	CNTL	GSM3323613	SM
11342720	2.6	CNTL	GSM3323613	SM
11342740	2.3	CNTL	GSM3323613	SM
11342760	1.7	CNTL	GSM3323613	SM
11342840	0.3	CNTL	GSM3323613	SM
11342860	0.5	CNTL	GSM3323613	SM
11342880	1.5	CNTL	GSM3323613	SM
11342900	1.3	CNTL	GSM3323613	SM
11342920	0.7	CNTL	GSM3323613	SM
11343080	0.2	CNTL	GSM3323613	SM
11343100	0.3	CNTL	GSM3323613	SM
11343120	0.5	CNTL	GSM3323613	SM
11343140	0.3	CNTL	GSM3323613	SM
11343160	0.3	CNTL	GSM3323613	SM
11337000	0.7	CNTL	GSM3323614	T3
11337020	0.7	CNTL	GSM3323614	T3
11337040	0.4	CNTL	GSM3323614	T3
11337260	0.1	CNTL	GSM3323614	T3
11337280	0.7	CNTL	GSM3323614	T3
11337300	0.7	CNTL	GSM3323614	T3
11337400	0.1	CNTL	GSM3323614	T3
11337420	1	CNTL	GSM3323614	T3
11337440	1.5	CNTL	GSM3323614	T3
11337460	1.1	CNTL	GSM3323614	T3
11337480	0.3	CNTL	GSM3323614	T3
11337560	1.6	CNTL	GSM3323614	T3
11337580	3.7	CNTL	GSM3323614	T3
11337600	3.4	CNTL	GSM3323614	T3
11337620	2.8	CNTL	GSM3323614	T3
11337640	2.4	CNTL	GSM3323614	T3
11337660	1.7	CNTL	GSM3323614	T3
11337720	0.1	CNTL	GSM3323614	T3
11337740	2.4	CNTL	GSM3323614	T3
11337760	4.1	CNTL	GSM3323614	T3
11337780	3.9	CNTL	GSM3323614	T3
11337800	2.8	CNTL	GSM3323614	T3
11337820	5.2	CNTL	GSM3323614	T3
11337840	6.1	CNTL	GSM3323614	T3
11337860	8.4	CNTL	GSM3323614	T3
11337880	8.5	CNTL	GSM3323614	T3
11337900	4.7	CNTL	GSM3323614	T3
11337920	1.1	CNTL	GSM3323614	T3
11337940	3.3	CNTL	GSM3323614	T3
11337960	4.2	CNTL	GSM3323614	T3
11337980	3.8	CNTL	GSM3323614	T3
11338000	0.7	CNTL	GSM3323614	T3
11338020	2.7	CNTL	GSM3323614	T3
11338040	5.5	CNTL	GSM3323614	T3
11338060	5.9	CNTL	GSM3323614	T3
11338080	1.2	CNTL	GSM3323614	T3
11338100	1.3	CNTL	GSM3323614	T3
11338120	1.1	CNTL	GSM3323614	T3
11338140	1.4	CNTL	GSM3323614	T3
11338160	1.2	CNTL	GSM3323614	T3
11338180	1.8	CNTL	GSM3323614	T3
11338200	2.6	CNTL	GSM3323614	T3
11338220	2.7	CNTL	GSM3323614	T3
11338240	1.4	CNTL	GSM3323614	T3
11338260	1.8	CNTL	GSM3323614	T3
11338280	1.9	CNTL	GSM3323614	T3
11338300	2.9	CNTL	GSM3323614	T3
11338320	3.3	CNTL	GSM3323614	T3
11338340	3.1	CNTL	GSM3323614	T3
11338360	2.3	CNTL	GSM3323614	T3
11338380	1.5	CNTL	GSM3323614	T3
11338400	1.1	CNTL	GSM3323614	T3
11338420	0.2	CNTL	GSM3323614	T3
11338440	0.7	CNTL	GSM3323614	T3
11338460	0.6	CNTL	GSM3323614	T3
11338520	0.2	CNTL	GSM3323614	T3
11338540	0.7	CNTL	GSM3323614	T3
11338560	0.7	CNTL	GSM3323614	T3
11338580	0.2	CNTL	GSM3323614	T3
11339000	0.7	CNTL	GSM3323614	T3
11339020	1.3	CNTL	GSM3323614	T3
11339040	1.3	CNTL	GSM3323614	T3
11339060	0.1	CNTL	GSM3323614	T3
11339100	0.6	CNTL	GSM3323614	T3
11339120	1.3	CNTL	GSM3323614	T3
11339140	1.3	CNTL	GSM3323614	T3
11339160	0.2	CNTL	GSM3323614	T3
11339180	0.7	CNTL	GSM3323614	T3
11339200	1.1	CNTL	GSM3323614	T3
11339220	0.8	CNTL	GSM3323614	T3
11339360	0.4	CNTL	GSM3323614	T3
11339380	0.4	CNTL	GSM3323614	T3
11339400	0.3	CNTL	GSM3323614	T3
11339440	0.4	CNTL	GSM3323614	T3
11339460	0.4	CNTL	GSM3323614	T3
11339480	0.2	CNTL	GSM3323614	T3
11339560	0.6	CNTL	GSM3323614	T3
11339580	1.9	CNTL	GSM3323614	T3
11339600	2.4	CNTL	GSM3323614	T3
11339620	1.1	CNTL	GSM3323614	T3
11339640	0.1	CNTL	GSM3323614	T3
11339680	0.2	CNTL	GSM3323614	T3
11339700	0.4	CNTL	GSM3323614	T3
11339720	0.8	CNTL	GSM3323614	T3
11339740	1.4	CNTL	GSM3323614	T3
11339760	2.2	CNTL	GSM3323614	T3
11339780	1.7	CNTL	GSM3323614	T3
11339800	0.9	CNTL	GSM3323614	T3
11339820	0.8	CNTL	GSM3323614	T3
11339840	0.4	CNTL	GSM3323614	T3
11339860	0.9	CNTL	GSM3323614	T3
11339880	1.2	CNTL	GSM3323614	T3
11339900	1	CNTL	GSM3323614	T3
11339920	0.8	CNTL	GSM3323614	T3
11339940	0.7	CNTL	GSM3323614	T3
11339960	1	CNTL	GSM3323614	T3
11339980	0.7	CNTL	GSM3323614	T3
11340000	0.3	CNTL	GSM3323614	T3
11340060	0.4	CNTL	GSM3323614	T3
11340080	0.7	CNTL	GSM3323614	T3
11340100	0.7	CNTL	GSM3323614	T3
11340220	0.2	CNTL	GSM3323614	T3
11340240	0.2	CNTL	GSM3323614	T3
11340260	0.2	CNTL	GSM3323614	T3
11340360	0.1	CNTL	GSM3323614	T3
11340380	1.1	CNTL	GSM3323614	T3
11340400	1.1	CNTL	GSM3323614	T3
11340420	0.6	CNTL	GSM3323614	T3
11340500	1.1	CNTL	GSM3323614	T3
11340520	1.1	CNTL	GSM3323614	T3
11340540	0.6	CNTL	GSM3323614	T3
11340640	0.1	CNTL	GSM3323614	T3
11340660	0.4	CNTL	GSM3323614	T3
11340680	0.4	CNTL	GSM3323614	T3
11340700	0.5	CNTL	GSM3323614	T3
11340720	0.4	CNTL	GSM3323614	T3
11340740	0.3	CNTL	GSM3323614	T3
11340840	0.3	CNTL	GSM3323614	T3
11340860	0.7	CNTL	GSM3323614	T3
11340880	0.4	CNTL	GSM3323614	T3
11341060	0.4	CNTL	GSM3323614	T3
11341080	0.4	CNTL	GSM3323614	T3
11341100	0.2	CNTL	GSM3323614	T3
11341140	0.7	CNTL	GSM3323614	T3
11341160	0.9	CNTL	GSM3323614	T3
11341180	0.7	CNTL	GSM3323614	T3
11341220	0.2	CNTL	GSM3323614	T3
11341240	0.7	CNTL	GSM3323614	T3
11341260	1.5	CNTL	GSM3323614	T3
11341280	1.5	CNTL	GSM3323614	T3
11341300	1	CNTL	GSM3323614	T3
11341320	0.6	CNTL	GSM3323614	T3
11341340	0.9	CNTL	GSM3323614	T3
11341360	0.6	CNTL	GSM3323614	T3
11341400	1.9	CNTL	GSM3323614	T3
11341420	2.9	CNTL	GSM3323614	T3
11341440	2.3	CNTL	GSM3323614	T3
11341460	3	CNTL	GSM3323614	T3
11341480	4.2	CNTL	GSM3323614	T3
11341500	3.2	CNTL	GSM3323614	T3
11341520	0.7	CNTL	GSM3323614	T3
11341540	0.1	CNTL	GSM3323614	T3
11341560	1.5	CNTL	GSM3323614	T3
11341580	1.5	CNTL	GSM3323614	T3
11341600	0.9	CNTL	GSM3323614	T3
11341640	0.1	CNTL	GSM3323614	T3
11341660	0.2	CNTL	GSM3323614	T3
11341680	0.4	CNTL	GSM3323614	T3
11341700	0.4	CNTL	GSM3323614	T3
11341720	1.7	CNTL	GSM3323614	T3
11341740	1.6	CNTL	GSM3323614	T3
11341760	1.3	CNTL	GSM3323614	T3
11341780	0.7	CNTL	GSM3323614	T3
11341800	1.5	CNTL	GSM3323614	T3
11341820	1.1	CNTL	GSM3323614	T3
11341840	0.8	CNTL	GSM3323614	T3
11341940	0.8	CNTL	GSM3323614	T3
11341960	1.8	CNTL	GSM3323614	T3
11341980	1.5	CNTL	GSM3323614	T3
11342000	0.2	CNTL	GSM3323614	T3
11342020	0.4	CNTL	GSM3323614	T3
11342040	0.4	CNTL	GSM3323614	T3
11342060	0.2	CNTL	GSM3323614	T3
11342300	0.5	CNTL	GSM3323614	T3
11342320	0.9	CNTL	GSM3323614	T3
11342340	0.9	CNTL	GSM3323614	T3
11342400	0.1	CNTL	GSM3323614	T3
11342420	0.9	CNTL	GSM3323614	T3
11342440	0.9	CNTL	GSM3323614	T3
11342460	0.4	CNTL	GSM3323614	T3
11342780	0.4	CNTL	GSM3323614	T3
11342800	0.4	CNTL	GSM3323614	T3
11342820	0.2	CNTL	GSM3323614	T3
11342900	1	CNTL	GSM3323614	T3
11342920	1.4	CNTL	GSM3323614	T3
11342940	1.2	CNTL	GSM3323614	T3
11343060	1.4	CNTL	GSM3323614	T3
11343080	1.6	CNTL	GSM3323614	T3
11343100	1	CNTL	GSM3323614	T3
11343120	0.4	CNTL	GSM3323614	T3
11343140	0.2	CNTL	GSM3323614	T3
11336840	0.1	SLE	GSM3323615	aN
11336860	1.2	SLE	GSM3323615	aN
11336880	1.2	SLE	GSM3323615	aN
11336900	0.3	SLE	GSM3323615	aN
11336940	0.4	SLE	GSM3323615	aN
11336960	0.5	SLE	GSM3323615	aN
11337020	0.5	SLE	GSM3323615	aN
11337040	0.6	SLE	GSM3323615	aN
11337060	0.5	SLE	GSM3323615	aN
11337560	0.2	SLE	GSM3323615	aN
11337580	0.7	SLE	GSM3323615	aN
11337600	0.9	SLE	GSM3323615	aN
11337620	0.3	SLE	GSM3323615	aN
11337640	0.3	SLE	GSM3323615	aN
11337660	0.3	SLE	GSM3323615	aN
11337680	0.2	SLE	GSM3323615	aN
11337740	0.2	SLE	GSM3323615	aN
11337760	0.5	SLE	GSM3323615	aN
11337780	2.3	SLE	GSM3323615	aN
11337800	2.7	SLE	GSM3323615	aN
11337820	1.9	SLE	GSM3323615	aN
11337840	0.1	SLE	GSM3323615	aN
11337880	0.3	SLE	GSM3323615	aN
11337900	0.3	SLE	GSM3323615	aN
11337920	0.2	SLE	GSM3323615	aN
11338000	0.6	SLE	GSM3323615	aN
11338020	0.9	SLE	GSM3323615	aN
11338040	0.7	SLE	GSM3323615	aN
11338060	0.3	SLE	GSM3323615	aN
11338080	0.6	SLE	GSM3323615	aN
11338100	0.6	SLE	GSM3323615	aN
11338120	0.2	SLE	GSM3323615	aN
11338140	0.2	SLE	GSM3323615	aN
11338160	0.3	SLE	GSM3323615	aN
11338180	0.6	SLE	GSM3323615	aN
11338200	0.3	SLE	GSM3323615	aN
11338220	1.2	SLE	GSM3323615	aN
11338240	2.3	SLE	GSM3323615	aN
11338260	2.6	SLE	GSM3323615	aN
11338280	2.1	SLE	GSM3323615	aN
11338300	1.2	SLE	GSM3323615	aN
11338340	0.3	SLE	GSM3323615	aN
11338360	0.5	SLE	GSM3323615	aN
11338380	1.4	SLE	GSM3323615	aN
11338400	1.2	SLE	GSM3323615	aN
11338420	0.5	SLE	GSM3323615	aN
11338500	0.3	SLE	GSM3323615	aN
11338520	0.6	SLE	GSM3323615	aN
11338540	0.5	SLE	GSM3323615	aN
11338580	0.1	SLE	GSM3323615	aN
11338600	0.4	SLE	GSM3323615	aN
11338620	0.9	SLE	GSM3323615	aN
11338640	0.7	SLE	GSM3323615	aN
11338660	1.4	SLE	GSM3323615	aN
11338680	2.7	SLE	GSM3323615	aN
11338700	3.9	SLE	GSM3323615	aN
11338720	2.6	SLE	GSM3323615	aN
11338740	1.4	SLE	GSM3323615	aN
11338760	1.6	SLE	GSM3323615	aN
11338780	2.4	SLE	GSM3323615	aN
11338800	1	SLE	GSM3323615	aN
11338820	0.4	SLE	GSM3323615	aN
11338880	0.5	SLE	GSM3323615	aN
11338900	1.2	SLE	GSM3323615	aN
11338920	1.2	SLE	GSM3323615	aN
11338940	0.2	SLE	GSM3323615	aN
11338960	0.5	SLE	GSM3323615	aN
11338980	1.8	SLE	GSM3323615	aN
11339000	1.6	SLE	GSM3323615	aN
11339020	1.3	SLE	GSM3323615	aN
11339040	1.8	SLE	GSM3323615	aN
11339060	1.8	SLE	GSM3323615	aN
11339080	0.3	SLE	GSM3323615	aN
11339340	0.7	SLE	GSM3323615	aN
11339360	1.2	SLE	GSM3323615	aN
11339380	1.2	SLE	GSM3323615	aN
11339460	0.3	SLE	GSM3323615	aN
11339480	0.3	SLE	GSM3323615	aN
11339500	1.3	SLE	GSM3323615	aN
11339520	2.2	SLE	GSM3323615	aN
11339540	2.2	SLE	GSM3323615	aN
11339560	1.2	SLE	GSM3323615	aN
11339580	0.3	SLE	GSM3323615	aN
11339600	0.3	SLE	GSM3323615	aN
11339620	0.6	SLE	GSM3323615	aN
11339640	0.6	SLE	GSM3323615	aN
11339660	0.1	SLE	GSM3323615	aN
11339680	0.4	SLE	GSM3323615	aN
11339700	0.6	SLE	GSM3323615	aN
11339720	0.5	SLE	GSM3323615	aN
11339740	0.1	SLE	GSM3323615	aN
11339760	1.2	SLE	GSM3323615	aN
11339780	2.1	SLE	GSM3323615	aN
11339800	1.9	SLE	GSM3323615	aN
11339820	1.1	SLE	GSM3323615	aN
11339920	1.2	SLE	GSM3323615	aN
11339940	1.2	SLE	GSM3323615	aN
11339960	0.3	SLE	GSM3323615	aN
11340040	0.5	SLE	GSM3323615	aN
11340060	1.8	SLE	GSM3323615	aN
11340080	2.3	SLE	GSM3323615	aN
11340100	1.2	SLE	GSM3323615	aN
11340120	1	SLE	GSM3323615	aN
11340140	0.6	SLE	GSM3323615	aN
11340160	0.5	SLE	GSM3323615	aN
11340180	0.6	SLE	GSM3323615	aN
11340200	0.6	SLE	GSM3323615	aN
11340220	0.1	SLE	GSM3323615	aN
11340380	0.8	SLE	GSM3323615	aN
11340400	1.2	SLE	GSM3323615	aN
11340420	0.9	SLE	GSM3323615	aN
11340440	0.3	SLE	GSM3323615	aN
11340460	0.3	SLE	GSM3323615	aN
11340520	0.2	SLE	GSM3323615	aN
11340540	0.3	SLE	GSM3323615	aN
11340560	0.7	SLE	GSM3323615	aN
11340580	0.7	SLE	GSM3323615	aN
11340600	0.8	SLE	GSM3323615	aN
11340620	1.1	SLE	GSM3323615	aN
11340640	1.7	SLE	GSM3323615	aN
11340660	1.9	SLE	GSM3323615	aN
11340680	1.4	SLE	GSM3323615	aN
11340700	1	SLE	GSM3323615	aN
11340720	0.4	SLE	GSM3323615	aN
11340740	0.2	SLE	GSM3323615	aN
11340760	1.2	SLE	GSM3323615	aN
11340780	1.2	SLE	GSM3323615	aN
11340800	0.5	SLE	GSM3323615	aN
11340840	0.4	SLE	GSM3323615	aN
11340860	0.6	SLE	GSM3323615	aN
11340880	1.5	SLE	GSM3323615	aN
11340900	1.2	SLE	GSM3323615	aN
11340920	1.4	SLE	GSM3323615	aN
11340940	0.6	SLE	GSM3323615	aN
11340960	0.5	SLE	GSM3323615	aN
11341000	0.1	SLE	GSM3323615	aN
11341020	1	SLE	GSM3323615	aN
11341040	1.5	SLE	GSM3323615	aN
11341060	1.1	SLE	GSM3323615	aN
11341080	0.3	SLE	GSM3323615	aN
11341140	0.6	SLE	GSM3323615	aN
11341160	0.9	SLE	GSM3323615	aN
11341180	0.7	SLE	GSM3323615	aN
11341200	0.6	SLE	GSM3323615	aN
11341220	0.6	SLE	GSM3323615	aN
11341240	0.1	SLE	GSM3323615	aN
11341260	0.3	SLE	GSM3323615	aN
11341280	0.5	SLE	GSM3323615	aN
11341300	1	SLE	GSM3323615	aN
11341320	1.3	SLE	GSM3323615	aN
11341340	1	SLE	GSM3323615	aN
11341360	0.5	SLE	GSM3323615	aN
11341400	0.7	SLE	GSM3323615	aN
11341420	1.1	SLE	GSM3323615	aN
11341440	2.1	SLE	GSM3323615	aN
11341460	1.7	SLE	GSM3323615	aN
11341480	1.1	SLE	GSM3323615	aN
11341500	0.3	SLE	GSM3323615	aN
11341540	0.6	SLE	GSM3323615	aN
11341560	1.2	SLE	GSM3323615	aN
11341580	1.2	SLE	GSM3323615	aN
11341600	0.1	SLE	GSM3323615	aN
11341700	0.5	SLE	GSM3323615	aN
11341720	2.2	SLE	GSM3323615	aN
11341740	3.3	SLE	GSM3323615	aN
11341760	2.2	SLE	GSM3323615	aN
11341780	0.1	SLE	GSM3323615	aN
11341800	0.1	SLE	GSM3323615	aN
11341820	0.3	SLE	GSM3323615	aN
11341840	0.3	SLE	GSM3323615	aN
11341960	0.1	SLE	GSM3323615	aN
11341980	0.3	SLE	GSM3323615	aN
11342000	0.6	SLE	GSM3323615	aN
11342020	0.7	SLE	GSM3323615	aN
11342040	0.6	SLE	GSM3323615	aN
11342360	0.3	SLE	GSM3323615	aN
11342380	0.6	SLE	GSM3323615	aN
11342400	0.6	SLE	GSM3323615	aN
11342420	0.1	SLE	GSM3323615	aN
11342460	0.3	SLE	GSM3323615	aN
11342480	0.3	SLE	GSM3323615	aN
11342500	0.5	SLE	GSM3323615	aN
11342520	0.5	SLE	GSM3323615	aN
11342540	1.1	SLE	GSM3323615	aN
11342560	0.9	SLE	GSM3323615	aN
11342580	0.3	SLE	GSM3323615	aN
11342620	0.6	SLE	GSM3323615	aN
11342640	0.6	SLE	GSM3323615	aN
11342660	0.3	SLE	GSM3323615	aN
11342680	0.2	SLE	GSM3323615	aN
